etd_file_id,advisor,author,degree,program,title,university,year,text
225,,"ito, yushi",ph.d.,science history,"earth science in the scientific revolution, 1600-1728 (england)",university of melbourne (australia),1985,"['ii SUMMARY Although recent historians of Earth science have attempted to show that the geological achievements of the seventeenth century provided the basis for the nineteenth-century development of geology, they have tended to regard seventeenth-century ideas mainly as constructive elements in the preparation of the nineteenth century\'s approach to the Earth and have failed to treat them as being legitimate in their own right. My approach here is different from my predecessors not only in that I end my arguments by the mid-eighteenth century but also in that I attempt to illuminate the development of Earth science in seventeenth-century England as an integral part of the Scientific Revolution. Standard textbooks on the Scientific Revolution have discussed the development of physics, chemistry and biology, but not Earth science. This thesis discusses an aspect of the Scientific Revolution which has not previously been fully recognized. In the early seventeenth century the study of the Earth was not a distinctive discipline, but the formation of the Royal Society of London later in the century provided a forum where different approaches to the Earth could come into contact. The Society\'s plan for natural history facilitated the introduction of each programme, and eventually, by the mid-eighteenth century, created a basis for geology. I suggest here that the ""internal"" development of Earth science was conditioned by ""external"" factors such as the formation Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. iii of the Royal Society and the ensuing interaction between scientists. I challenge the internalist historian\'s conviction that the ""internal"" development of science is autonomous and absolute. I even claim that the large-scale pursuit of Earth science was stimulated and motivated by ""cultural values"". Unlike the externalists, however, I do not intend to show any relation between the science and the value- orientation of a society as a whole, because such an approach does not explain why conflicts at various levels occurred within a scientific community and eventually created a basis for geology. Therefore, this thesis is an attempt to synthesize the ""internal"" and ""external"" approaches to the history of science. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
226,,"flintoft, mary luserna",ph.d.,literature;middle ages,landscape of desire and menace: a literary study of medieval french garden imagery,university of melbourne (australia),1982,"['iii LANDSCAPE OF DESIRE AND MENACE: a literary study of Medieval French garden imagery. ABSTRACT By a philological analysis of garden imagery in a wide cross section of mainly thirteenth century French texts, various types of gardens make their appearance: the Hermit\'s Garden, the Monastery Garden, the Castle Garden and, most elusive of all, the Garden of Love. Each of these when examined in the light of literary interpretation and historical documentation illustrates part of the complex pattern of the artistry of medieval garden design. More importantly they cast light on the ambivalent attitude towards nature that is variously viewed in an erotic or Christian context. The garden, nature perfected by man, could be assumed to be principally a place of delight, an example of the ""locus amoenus"". Instead, as texts are examined, it becomes clear that this is only partly true. Although such a ""topos"" may be the basis of later description, medieval authors used garden allegory to express the tensions inherent within the human condition. Gardens were both idealized and described as a reality of everyday life. The former shows the yearning of man for the perfect, the latter illustrates clearly the complexities of individual and social life. The garden of the thirteenth century truly reflects a specific age and environment. More generally it mirrors eternal human conditions or problems. The aspirations of man are shown but also his situation when confronted with the day to day realities of hope, fear, love and other emotions and the specific problems of his time such as brigandry and social unrest. All in all the garden in medieval literature provides an apparently accurate ""thermometer"" of man in relation to his immediate environment and to God and conversely is used by authors as an image, metaphor or allegory for man himself']"
227,,"murphy, kerry rosaleen",ph.d.,music,the formation of the music criticism of hector berlioz (1823--1837) (france),university of melbourne (australia),1984,"['KERRY MURPHY Ph. D. University of Melbourne June 1984 THE FORMATION OF THE MUSIC CRITICISM OF HECTOR BERLIOZ (1823-1837) ABSTRACT This thesis aims to trace the beginnings of Berlioz\'s career as a music critic and the reasons behind his becoming a critic. In the title of the thesis I use the word ""formation"". I could alternatively have talked of ""the early music criticism of Hector Berlioz"" as no formation in terms of growth or development can really be traced in the early reviews. Berlioz is bold, self-assured, and opinionated from his first article, and his prose style consistently shows remarkable fluency and ease. The word ""formation"", however, applies more to the consolidation of Berlioz\'s position as a professional critic, from his first letters to the editor of 1823 to full-time criticism written concurreutly for numerous papers from 1834 onwards. I have chosen to stop at 1837. This is the year that Berlioz edited the Revue et Gazette Musicale, which is an indication of the extent to which he had become established as a journalist and critic. The thesis falls into two parts. In the first part I study Berlioz\'s activity as a critic within the general context of music criticism at the time. I have studied the music criticism of a number of critics contemporary with Berlioz in political as well as literary papers in order to try to arrive at an understanding of the scope and limitations of the music criticism of the time. I have examined Berlioz\'s relationship to each of the journals to which he contributed and the ways the critical malpractices of the day affected his criticism. The second half of the thesis looks more directly at Berlioz\'s criticism and specifically at his criticism of his contemporary composers. The majority of Berlioz\'s reviews of this period are of the Opéra, Opéra-Comique, and instrumental concerts, mainly the Conservatoire concerts. This reflects not so much Berlioz\'s tastes as those of the Parisian public and the editors of the various journals to which he contributed. These reviews form the basis of the study of Berlioz\'s views about his contemporaries. A major issue that emerges from the study of these early reviews is Berlioz\'s ceaseless struggle between diplomacy and honesty. Yet the most enduring impression one has of Berlioz is that of an idealist whose love of music was so passionate and governed his life to such an extent that even the treadmill of daily criticism could not dull its ardour. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
228,,"gear, john anthony",ph.d.,mechanics,wave propagation in density stratified fluids,university of melbourne (australia),1984,"['ABSTRACT This thesis falls into three distinct sections. In chapter one the fundamental properties of internal gravity waves are investigated, with respect to the effect that the basic physical quantities of fluid velocity, and buoyancy frequency, have upon the propagation of these waves. Among others things, it is shown that when the wavenumber tends to infinity the wave phase speeds are then found to depend only upon the local behavior of the mean flow near an overall maximum or minimum of the velocity profile. Also, the phase speed and group velocity are plotted against wavenumber, when the fluid velocity has a hyperbolic tangent and a hyperbolic secant profile. Several interesting phenomena are observed in these plots. In shallow stratified fluids internal solitary waves are described, to first order in wave amplitude, by the Korteweg-de Vries equation; the solution for a single solitary wave has the familiar ""sech2""-profile and a phase speed which varies linearly with wave amplitude. In chapter two this theory is extended to second order in wave amplitude. The second order correction to the wave profile and the phase speed and the first order correction to the wavelength are all determined. Four special cases are considered in detail. It is shown that in certain special circumstances the first order theory may fail due to the vanishing of the nonlinear coefficient in the Korteweg-de Vries equation. When this occurs it is shown that a different theory is required which leads to an equation with both quadratic and cubic nonlinearities. In chapter three the strong interaction between weakly nonlinear long internal gravity wave modes is studied. Strong interactions occur when the wave phase speeds are nearly equal although the waves belong to different modes. In shallow stratified fluids it is shown that this (I) Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. situation is described by two coupled Korteweg-de Vries equations, which possess both dispersive and nonlinear coupling terms. It is shown that these coupled equations possess three conserved quantities as well as an exact analytical solution involving the characteristic ""sech2 -profile of the Korteweg-de Vries equation. Also it is shown that when the coefficients satisfy some special conditions, the coupled equations possess an n-soliton solution in terms of the Korteweg-de Vries n-soliton solution. In general though the coupled equations are found not to be amenable to solution by inverse scattering technique, and thus a numerical method has been employed in order to solve the equations. This numerical method is described in detail in Appendix A. Finally severall numerical solutions of the coupled equations are presented. (II) Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
229,,"chalmers, peter james",ph.d.,organic chemistry,"polyketide quinones (synthesis, carbon-13 labelled naphthoquine, diels-alder cycloaddition, silyloxybutadien, regiochemistry, nucleophilicdisplacement)",university of melbourne (australia),1984,"['(ii) SUMMARY The Thesis initially considers the directing effect of a quinonoid halo-substituent towards nucleophiles, which has been determined using specific C labelling. The orientation of addition 13 of nucleophiles from the first row of the periodic table has thereby been elucidated for the first time. Information so derived was used subsequently in an investi- gation of the synthesis of polyketide-derived quinones. Successive Diels-Alder cycloadditions served to annelate a chloro quinonoid nucleus with highly functionalized butadienes. In this way the natural anthraquinones, endocrocin, emodin and 2-acetylemodin have been synthesized. The related naphthoquinone orientalone, whose structure is revised, was also prepared for the first time by this approach. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
230,,"dedman, roger",ph.d.,fine arts;biographies,"the development of the art of arnold shore (australia, painting)",university of melbourne (australia),1984,
231,,"milne, rosemary anne",ph.d.,developmental psychology,moral development in early childhood,university of melbourne (australia),1984,"['SUMMARY This study is of moral development in young children, with a focus on justice as fairness, a term appropriate to the life experience of three- and four-year-old children. The subjects were twenty-eight children attending two groups in a preschool centre (sessional kindergarten), eighteen female and ten male. The ages ranged from three years four months to four years eight months at the commencement of the study. The children were studied for one year at their kindergarten. Five problem areas were explored (1) moral reasoning; (2) behaviour in peer con- flict interactions; (3) relationship between moral reasoning in response to hypothetical dilemmas and behaviour in real-life con- flicts; (4) construction of an instrument to describe and measure early moral reasoning and behaviour; (5) moral education within a preschool setting. Semi-structured interviews using Kohlberg-type dilemmas, and naturalistic observations of spontan- eous social interactions in free play situations, were the methods used. Pretest and post-test interviews and observations were six months apart. Teachers of one group of children participated in a moral education project which included a pro- cess for using naturally-occurring peer conflict in the kinder- garten to facilitate moral development. An important tool in this project was the diaries, kept by teachers, of peer conflicts and teacher interventions, and the discussions with the teachers of the events they had recorded. A developmental sequence of eight levels was constructed as both a description of, and a iv Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. measuring instrument for, moral development in preschool child- ren. This sequence delineates smaller steps than in traditional moral development stage theory. It focuses on the criteria used to judge what is fair, and can be applied both to moral reasoning in real-life or hypothetical situations, and to moral behaviour in peer conflict interactions. V Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
232,,"clark, vincent anthony",ph.d.,ancient languages,a study of new safaitic inscriptions from jordan,university of melbourne (australia),1980,
233,,"ainley, mary d.",ph.d.,educational psychology,explorations in curiosity: breadth and depth of interest curiosity styles,university of melbourne (australia),1986,"['* 1 V ABSTRACT Examination of the ways in which the term ""curiosity"" has been used in the research literature indicates that a construct of curiosity subsuming two distinct styles has the potential to integrate what is currently known and also to provide direction for further research. The two styles suggested by review of the literature are breadth of interest curiosity, an orientation towards seeking varied and changing experience, and, depth of interest curiosity, an orientation towards investigating new ideas, events and puzzling phenomena. The explanations of curiosity behaviour which have been proposed by ""optimal arousal"" and ""cognitive"" theorists are evaluated and compared with the explanatory system for complex human motivations offered in ""differential emotions theory"". It is suggested that differential emotions theory with its emphasis on the role of affective-cognitive structures offers important insights into the processes operating when curiosity is aroused. To test these proposals a study of the factorial structure of adult curiosity measures was undertaken Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. XV and a new scale (the Two Factor Curlosity Scale) developed. Validation studies were undertaken to examine the internal structure of the new scale. It was shown to match the predicted structure and to have sound psychometric properties. The relationships between scores on the Two Factor Curiosity Scale and responses to an occupational interest inventory were explored to determine the construct validity of the scale. In addition, the nature of the two curiosity styles as affective-cognitive structures was investigated through an examination of the pattern of basic emotions reported in situations representing both breadth and depth of interest curiosity. Important similarities and differences were found in the patterns of basic emotions associated with each curiosity style. The results of these studies confirmed the validity of the two factor formulation of curiosity. Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
234,,"smith, murdo alasdair macdonald",ph.d.,economics,the theory of international trade in capital goods,university of oxford (united kingdom),1973,
235,,"bridges, douglas sutherland",ph.d.,mathematics,constructive mathematics: its set theory and practice,university of oxford (united kingdom),1974,"[""ABSTRACT The thesis falls naturally into two parts, in the first of which (comprising Chapter 1) there is laid down a set-theoretic foundation for constructive mathematics as understood by Errett Bishop and his followers. The work of this part closely follows the lines of the corresponding classical development of set theory by Anthony Morse, highlights several classical definitions and results which are inadequate for a proper description of constructive mathematics, and develops constructive replacements for these where possible; of particular importance is the constructive proof of a general recursion theorem, from which the familiar theorems of simple and primitive recursion readily follow. The second part of the thesis (Chapters 2 - 5) is concerned with various problems of constructive analysis, the link between these problems being their involvement with compactness or local compactness at some stage. Chapter 2 serves as an introduction to this analysis, and includes the definition of metric injectiveness and the proof of a constructive substitute for the classical result that a continuous injection of a compact Hausdorff space onto a Hausdorff space has continuous inverse. In Chapter 3 we give an improved definition of one-point compactification of a locally compact space, and then develop the theory of existence and essential uniqueness of such compactifica- tions of a given space. In turn, this is applied in Chapter 4, which deals in full with the space of continuous, complex-valued functions which vanish at infinity on a locally compact space, and with star homomorphisms between such spaces; interpolated within the main body of this chapter is the vital Backward Uniform Continu- ity Theorem, which leads to a discussion of possible constructive substitutes for the classical Uniform Continuity Theorem. The final chapter deals with constructive substitutes for various topologies associated with spaces of bounded linear mappings between normed linear spaces. The main results of this chapter concern the weak operator topology on the space Hom(H,H) of bounded linear operators on a Hilbert space H, and include a constructive proof of the weak operator precompactness of the unit ball of Hom(H,,H), and a proof that the compactness of this ball is an essentially non-constructive proposition. The chapter ends with a discussion of linear functionals and the weak operator topology on Hom (H,H), and a partial substitute for the classical characterisa- of ultraweakly continuous linear functionals on a linear subset of Hom (H ,H) In addition, there are five appendices, three of which develop material arising from that in the main body of the thesis. In the first of these three, we describe an axiomatic theory of proofs within the formal system of Chapter 1, and derive (amongst other results) a very satisfactory characterisation of proofs of 'p -> a'; the second deals with connectedness, and builds up to a constructive proof that a closed ball in finite dimensional Banach space is connected; finally, the last makes a remark on metric injectiveness in the light of a conjecture in Chapter 2.""]"
236,,"giaretta, david leslie",ph.d.,astronomy,instabilities in interstellar space,university of oxford (united kingdom),1977,"[""1. ABSTRACT This thesis is a partial investigation of instabilities in the interstellar gas which are driven by a coupling between the ambient radiationfield and the gas, and which do not arise when this coupling is missed out. The modes of couplings considered are, firstly, the attenuation of the radiation with the concommitant effects on the temperature, density and composition of the gas, in various combinations. Secondly, velocity dependent effects are examined in various circumstances and thirdly, radiation pressure, not included in the other two, is looked at in the simple case in which temperature and compositional changes are excluded. The explanation of why these instabilities may be of interest, and an outline of the extent to which similar instabilities have been investigated, is given in Chapter 1. Chapter 2 gives details of the basic equations used in the case in which the absorption line shape is ignored. Many of the equations are used in the other chapters. The equations are linearised in perturbations of the density, temperature, radiation field and composition, and the resulting dispersion relationship is found for a harmonic perturbation. Because of the attenuation term in the radiative transfer equation, the poly- nomial has complex coefficients. In Chapter 3 we investigate the properties of the roots of a complex polynomial by an extension of Routh's methods, and derive a set of criteria to determine the number of roots which have positive real part. These roots correspond to exponentially growing 2. perturbations, or, in other words, they correspond to instabilities. Later in the chapter we apply these methods to Field's dispersion relationship for thermal instabilities and derive many of his conclusions in a fairly simple way. By a slight extension the method yields estimates of the growth times of the instabilities. Some related situations are also examined in a similar way. After the detour of Chapter 3, Chapter 4 gives details of some models of the heating and cooling of the interstellar gas as well as of the reactions to be considered, namely the formation and destruction of H2 and of carbon ions. Some of the limitations of the models are also discussed and the roots of the dispersion relation are given for different values of the parameters. New instabilities do appear; for H2 their timescales of growth are rather too long to be of interest; for carbon 'no short timescale instabilities are discovered. Chapter 5 gives similar details for a system of pure hydrogen gas which may be of interest in studies of the formation of the first generation of stars. In Chapter 6 there is a criticism of an earlier work by Schatzman on a similar subject, in which it is shown that his analysis was wrong. Chapter 7 deals with a new possibility, namely that, as the gas moves, photons will be seen to be shifted in frequency and so the molecules will be exposed to a new set of destructive photons at frequencies which have not been selectively absorbed in the unperturbed gas. First the simplest case, that in which the temperature is unperturbed, is treated analytically. The attenuation of the radiation field is not considered. The effectiveness of this doppler-induced effect depends upon both the absorption profile 3. and the radiation spectrum; these factors as well as temperature perturbations are included next. Both line absorption and continuum absorption are considered. The former is used to investigate the stability of the interstellar gas and of pure hydrogen gas, where hydrogen molecules are dissociated by line absorption; the latter is used in connection with HII regions and also the interstellar gas where the photodissociated species are hydrogen atoms and neutral carbon respectively. Radiation pressure was not included in the previous chapters but in Chapter 8 a modified version of Field's theory of instabilities driven by radiation pressure is presented. The new feature is that the frequency dependence of the absorption coefficient is included in the equations and this, in the case of a flat radiation spectrum, leads to an exact cancellation of the dominant term in Field's equation. Several restrictive features of Field's conclusions are thus modified and seem to make this instability rather more useful in the study of instabilities in the interstellar gas than it appeared in Field's work.""]"
237,,"thompson, michael",ph.d.,organic chemistry,organic photochemistry,university of oxford (united kingdom),1978,"['ABSTRACI Organic Photochemistry Michael Thompson, Brasenose College, Oxford. Doctor of Philosophy, Trinity Term 1978. The photochemistry of a number of aromatic systems has been studied:- (i) Irradiation of 1, 3, 5-tri-1-butylbenzene in neutral methanol yielded 4-methoxy-2, 4, 6-exo -tri-t-butylbicyclo [3. 1.0] hex-2-ene, together with a previously unreported compound, tentatively identified as a stereoisomer of 4-methoxy-2, 4, 6-exo -tri-t-butylbicyclo [3.1.0] hex-2-ene. (ii) Irradiation of 1, ,3, 5-tri-t-butylbenzene in acidic methanol yielded 1, 2, 4-tri-t-butylbenzene and 1, 2, 5-tri-t-butyl-Dewarbenzene only, as primary and secondary photoproducts respectively. The primary rearrangement profess is considered in detail and is shown to be intramolecular by C-labelling techniques; a mechanism involving the protonation of a benzvalene is proposed. (iii) The photorearrangement in the gas phase of the six dimethylpyridine isomers has also been investigated. It is shown that the six isomers may be divided into two groups of three, 2, 5-, 2, 4- and 3, 5-dimethylpyridine and 2, 6-, 2, ,3-, and 3, 4-dimethyloyridine. Within each group, photolysis of one isomer leads to the formation of the other two isomers as major products. The rearrangement is shown to be intramolecular and a mechanism is proposed in which the nitrogen atom effectively inserts itself between any two carbon atoms in the aromatic nucleus. (iv) The photochemistry of the six N-methyl-dimethylpyridinium chlorides is also considered. Preliminary data suggests that photorearrangement of these compounds may occur by a mechanism analogous to that for the dimethylpyridines.']"
238,,"hadjipavlou, savas",ph.d.,theoretical physics,studies in relaxation,university of oxford (united kingdom),1978,"['ABSTRACT STUDIES IN RELAXATION A thesis submitted for the degree of Doctor of Philosophy by SAVAS HADJIPAVLOU Christ Church, Hilary Term, 1978. This work concerns itself with the exact study of the dynamical properties of two model systems. After a brief summary of theory and concepts previous work is discussed, and this provides the motivation for the formulation of the first model. This quantum mechanical lattice model and some of its equilibrium properties are described in Chapter II. The dynamical problem to be studied is formulated in Chapter III; this is essentially the study of the time evolution (generated by the Hamil- tonian) of a finite system at temperature T1 coupled to an infinite copy of itself at a temperature T2 and acting as a heat bath for the system. The problem is solved for the special case, when the coupling as scaled by the parameter Y, takes the value Y = 1. The general case for arbitrary Y values is treated in Chapter IV. It is shown that the system approaches the equilibrium state of the heat bath in a non-exponential manner, provided the spectrum of the Hamiltonian is continuous and does not have a discrete part. This result is in complete accord with the findings of other work summarised in Chapter I. The mixing properties of the model and behaviour of the relaxation rate in the weak coupling limit are studied in Chapter V. The model is shown to fail to behave as a calorimeter and in view of this result the relevance of the concept of mixing to irreversible behaviour is discussed. The main conclusions and results for the model are summarised at the end of Chapter V. The second model discussed, was first introduced by R.J Glquber to study the dynamics of the Ising chain. The main feature here is that the time evolution is defined through a Master equation, and the associated stochastic operator. It is shown in Chapter VI that exploiting fully the free fermion character of the stochastic operator for the Glquber model, it is possible to provide a simple method to the study of the dynamics of the Ising Chain.']"
239,,"kendall, wilfrid s.",ph.d.,statistics,some problems in probability theory,university of oxford (united kingdom),1979,"['Abstract. The thesis deals with three problems coming under the heading of probabilistic geometry. They are dealt with in three chapters. The first chapter is concerned with the angles formed by triples of independent, identically distributed points on a plane. The work is part of an investigation carried out by several workers and motivated by an archaeological problem concerning supposed collinearities formed by ancient sites. In the symmetric Gaussian case the joint distribution is found of two of the angles of the triangle. An integral is given for the density of a named angle in the case of a general Gaussian parent distribution. The asymptotic probability that the triangle has one very obtuse angle is discussed together with the changes that it undergoes when the parent distribution is ""stretched"". Finally bounds are obtained for this asymptotic probability when the parent distribution is one of a family of circularly symmetric distributions. The second chapter is about the way in which Brownian motion knots in 3-space. A new concept, that of a ""knot-tube"", is required because the self-intersecting character of Brownian motion in 3-space means the usual topological notion of a knot can not be applied. It is known that Brownian motion in 5-space and above has very simple topological behaviour, but the 4-space case is unsettled. A partial result is given for 4-space. The final chapter considers the topological behaviour of contours of two generalisations of Brownian motion to multidimensional time. The two generalisations are the Brownian sheet and the generalisation due to Levy. Boundedness of the contours of the Lévy process is shown but no analogous result is known for the Brownian sheet. In both cases it is shown that almost surely the union of all non-trivial contours has zero measure. For topological reasons this union cannot be empty.']"
240,,"stove, andrew",ph.d.,condensed matter physics,dot and stripe arrays as surface acoustic wave reflectors,university of oxford (united kingdom),1980,"[""DOT AND STRIPE ARRAYS AS SURFACE ACOUSTIC WAVE REFLECTORS A Thesis for the Degree of Doctor of Philosophy by ANDREW STOVE St. Catherine's College Michaelmas Term 1980 ABSTRACT Reflective dot arrays represent a promising innovation in the field of surface acoustic wave devices. This work has investigated a simple model for uniform rectangular dot arrays. From this model the reflection coefficents of the dots and the correct angle for the array's reflectors can be deduced. Experimental results for these parameters are reported for some specific types of metal dot array using aluminium dots on Y-cut lithium niobate. Several different arrangements of dots within the arrays have been investigated, and their different advantages and disadvantages are contrasted. The use of specific array patterns to suppress undesired reflection modes has been investigated, and it has been shown that such suppresion can be achieved by this means. Some information has been gathered on the reflection properties of different shapes of metal dots and with different thicknesses of metal. The properties of these different dot types have been compared and their implications on a theory for the behaviour of reflective metal dots have been discussed. Experimental results have been obtained for the reflection of surface waves on YZ lithium niobate by thin metal strips at normal incidence. These results have been shown to agree with the available theoretical models for the problem. The effect of the mutual capacity of the strips on their behaviour has been shown to be important if several of them are grouped together. This part of the work is seen as a preliminary to the possible development of a model for the reflection properties of metal dots. Two inline reflective dot array devices have been made. The results reported show that the principle of these devices has been sucessful, but that more work is still needed if they are to fulfil their full promise.""]"
241,,"cheel, vanessa",ph.d.,optics,diffraction properties of deformed copper single crystals,university of oxford (united kingdom),1980,"['Abstract This dissertation concerns the diffraction properties of deformed copper single crystals with emphasis on their behaviour as neutron monochromators. It presents an examination of the effect of crystal imperfection on the disbraction of gamma and neutron radiation, using transmission electron microscopy to determine the detailed defect structure. The basic diffraction equations for transmission geometry are studied as a function of wavelength and thickness for neutrons and Y-rays, and qualitative agreement between experimental and theoretical parameters is obtained. However the theoretical approach is dependent on an idealised defect structure, having a Gaussian distribution of lattice misorientations, which is rarely found in deformed copper single crystals. A relatively simple relationship between r-ray and neutron rocking curves is only applicable to uniform defect distributions. The wavelength dependence of neutron absorption for the range 0.5 to 5. 08 is established theoretically for various neutron monochromator materials and experimentally for copper. The temperature dependence of this behaviour is also considered. The r-ray dibbraction is extremely sensitive to variations in the defect structure with position in the crystal, and this sensitivity is found to be dependent on both the dislocation density and the large- scale arrangement of dislocation structures. The dependence of the rocking curve width on the crystallographic direction of incidence could be reproduced qualitatively from a model in which bands of heavily deformed crystal are assumed to delineate regions of relatively perfect crystal. In order to determine defect densities and arrangements from difbraction data x-ray theories were applied, but these also require a uniform microstructure, which was not found in the crystals examined. This is due to the neutron monochromator requirement of a large deformed single crystal. All crystals were deformed in compression, either as flat plates or as large rectangular blocks from which plates were cut.']"
242,,"walker, alison bridget",ph.d.,condensed matter physics,studies of disorder in fastionics and of a nuclear quadrupole interaction in ordered markets,university of oxford (united kingdom),1980,"[""ABSTRACT This thesis consists of two completely separate parts. In Part I, we look at disorder in fastionic conductors, and in Part II we examine the pseudoquadrupole effect in ordered magnets. Part I looks at two aspects of the disordered state in fastionics, where the disorder is due to ions moving off their regular sites to positions close to other regular sites, a feature especially characteristic of the fluorites. The first aspect is how Coulomb interactions could be responsible for the co-operative behaviour of defects which causes the transition to fastionic behaviour. We look at this with a model of charged defects on a lattice, applying techniques involving classical diagrammatic perturbation theory to find the free energy of our model system. Using elementary thermodynamics, we show how this model can predict co-operative behaviour. The second aspect is the nature of the disorder above the fastionic transition. We look at disorder in lead fluoride using a molecular dynamics simulation with an interionic potential that we obtained. We use the simulation to examine the distribution of anions in both real space and k space. Simulations have been made on the other fluorites CaF2 and SrC12 and it is possible that the high dielectric constant of lead fluoride might lead to qualitatively diff- erent behaviour. Our results show that this is not the case and we find defect concentrations similar to those obtained from CaF2 and SrC12. Our k space analysis however gives defect concentrations an order of magnitude larger, in approximate agreement with experiment. In Part II we set up a theory for the pseudoquadrupole effect in cubic ferromagnets and show that it is related to the difference in longitudinal and transverse magnetic susceptibilities. Model calculations are performed for a Heisenberg ferromagnet using molecular field theory near the critical temperature Tc, and spin wave theory at low temperatures; and the itinerant model at absolute zero and Tc. We find that the pseudoquadrupole effect in iron and nickel and at impurities in these metals appears to be very much less than measured quadrupole effects. We also look at the effect in GdA12 and show that it can not explain a temperature dependent quadrupole interaction seen experimentally We therefore conclude that the observed quadrupole effects are due to real electric field gradients. 'You should understand, therefore, that there are two ways of fighting: by law or by force. The first way is natural to men and the second to beasts. But as the first way often proves inadequate one must needs have recourse to the second. So a prince must understand how to make a nice use of the beast and the man. The ancient writers taught princes about this by an allegory, when they described how Achilles and many other princes of the ancient world were sent to be brought up by Chiron, the centaur, so that he might train them his way. All the allegory means in making the teacher half beast and half man, is that a prince must know how to act according to the nature of both, and that he cannot survive otherwise. Nicolo Machiavelli 'The Prince' (Transl. G. Bull)""]"
243,,"pitcher, neil",ph.d.,mathematics,an analysis of discretisation methods for ordinary differential equations,university of oxford (united kingdom),1980,"[""An Analysis of Discretisation Methods for Ordinary Differential Equations by Neil Pitcher of The Queen's College , Oxford . A thesis for the degree of D.Phil. submitted in Trinity term 1980 . . ABSTRACT . Numerical methods for solving initial value problems in ordinary differential equations are studied , A notation is introduced to represent cyclic methods in terms of two matrices An and Bn and this is developed to cover the very extensive class of m-block methods . Some stability results are obtained and convergence is analysed by means of a new consistency concept namely optimal consistency It is shown that optimal consistency allows one to give two-sided bounds on the global error, and examples are given to illustrate this . The form of the inverse of An is studied closely to give a criterion for the order of convergence to exceed that of consistency by one Further convergence results are obtained the first of which gives the orders of convergence for cases in which An and Bn have a special form and the second of which gives rise to the possibility of the order of convergence exceeding that of consistency by two or more at some stages . In addition an alternative proof is given of the superconvergence result for collocation methods . In conclusion the work covered is set in the context of that done in recent years by various authors""]"
244,,"douglas, bronwen",ph.d.,cultural anthropology;history of oceania,a history of culture contact in north-eastern new caledonia 1774-1870,the australian national university (australia),1972,
245,,"raine, j. i.",ph.d.,paleoecology,pollen sedimentation in relation to the quaternary vegetation history of the snowy mountains of new south wales,the australian national university (australia),1974,"['i ABSTRACT Pollen influx into Blue Lake in the alpine area of the Snowy Mountains of southeastern Australia was measured by pollen traps, snow and stream water samples and lake sediment traps. Pollen deposition in a nearby forested area was also investigated. Pollen deposition rates were calculated for a pair of cores from the lake, yielding a record over the last 13000 years, supplementary material from the nearby Twynam Cirque extending the sequence to 20000 years B.P. Possible causes of distortions in the pollen diagrams arising from differential pollen deposition and sediment redeposition are regarded as not significant. Vegetation was absent from the area before 17000 B.P., when snowpatch and feldmark communities appeared. Further amelioration occurred between 13000 and 17000 years B.P., , after which conditions appeared to remain the same until 8700 years B.P., when a great increase in total pollen deposition rate was associated with rise of the treeline to its present position, and further development of the alpine vegetation. Forest of moister aspect than the present day prevailed from 7700 to 6500 years B. P., after which relative wetness declined to a minimum at about 3800 years B.P. Slight increase in available moisture has occurred since 1500 years B.P.']"
246,,"white, john peter",ph.d.,archaeology,taim bilong bipo: investigations towards a prehistory of the papua - new guinea highlands. (volumes i and ii),the australian national university (australia),1968,
247,,"radtke, kurt werner",ph.d.,classical studies,"yuan sanqu: a study of the prosody and structure of xiaoling"" containedin the ""sanqu"" anthology ""yangchun baixue"" compiled by yang chaoying.""",the australian national university (australia),1975,
