etd_file_id,text
472,"['-iii-', 'ABSTRACT', 'Two separate problems are discussed: axisymmetric equili-', 'brium configurations of a circular membrane under pressure and', 'subject to thrust along its edge, and the buckling of a circular', 'cylindrical shell.', 'An ordinary differential equation governing the circular mem-', 'brane is imbedded in a family of n-dimensional nonlinear equations.', 'Phase plane methods are used to examine the number of solutions', 'corresponding to a parameter which generalizes the thrust, as well as', 'other parameters determining the shape of the nonlinearity and the', 'undeformed shape of the membrane. It is found that in any number of', 'dimensions there exists a value of the generalized thrust for which a', 'countable infinity of solutions exist if some of the remaining parameters', 'are made sufficiently large. Criteria describing the number of', 'solutions in other cases are. also given.', 'Donnell-type equations are used to model a circular cylindrical', 'shell. The static problem of bifurcation of buckled modes from', 'Poisson expansion is analyzed using an iteration scheme and pertubation', 'methods. Analysis shows that although buckling loads are usually', 'simple eigenvalues, they may have arbitrarily large but finite multi-', ""plicity when the ratio of the shell's length and circumference is rational."", 'A numerical study of the critical buckling load for simple eigenvalues', 'indicates that the number of waves along the axis of the deformed shell', 'is roughly proportional to the length of the shell, suggesting the possi-', 'bility of a ""characteristic length. "" Further numerical work indicates', 'that initial post-buckling curves are typically steep, although the load', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['-iv-', 'may increase or decrease. It is shown that either a sheet of solutions', 'or two distinct branches bifurcate from a double eigenvalue. Further', '-', 'more, a shell may be subject to a uniform torque, even though one is', 'not prescribed at the ends of the shell, through the interaction of two', 'modes with the same number of circumferential waves. Finally,', 'multiple time scale techniques are used to study the dynamic buckling', 'of a rectangular plate as well as a circular cylindrical shell; transition', 'to a new steady state amplitude determined by the nonlinearity is', 'shown. The importance of damping in determining equilibrium configu-', 'rations independent of initial conditions is illustrated.', 'I', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['ABSTRACT OF THE DISSERTATION', 'Problem Solving Strategies', 'in Learning Disabled and Normal Achieving Children', 'by', 'George McCrea Robson', 'Doctor of Philosophy in Special Education', 'University of California, Los Angeles', 'and', 'California State University, Los Angeles, 1977', 'Professor Barbara K. Keogh, Chairperson', 'This investigation involved the ontogeny of problem solving strat-', 'egies in learning disabled and normal achieving children. The study was', 'focused on two processes, one having to do with aspects of categorical', 'storage of information, the other with the use of categories in problem', 'solving situations. Both may be relevant to academic problem solving', 'and thus of importance to educational programming, especially for chil-', 'dren with school achievement problems. An associative clustering test', 'was used to measure the number of concepts stored and efficiency of', 'their storage in categories, a twenty-questions test served as a measure', 'of categorical retrieval and labeling in a problem solving situation,', 'and transfer of categorical organization to new problem solving tasks', 'was measured by a second associative clustering test and by immediate', 'xii', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['and delayed classical sorting tasks.', 'Three suburban public school districts provided the subject pool', 'for the study. Subjects were selected from upper elementary self-', 'contained special education classrooms for learning disabled children.', 'Normal achieving children selected as comparison subjects were enrolled', 'in the same neighborhood schools as the learning disabled children with', 'whom they were compared. Children composing the comparison group were', 'matched individualy with learning disabled children on chronological', 'age, ethnicity, sex, and where possible on IQ.', 'On the operational measures of number of concepts stored and effi-', 'ciency of their categorical storage, learning disabled and normal achiev-', 'ing children performed equally. However, learning disabled children', 'performed less adequately than normal achievers on the problem solving', 'task designed to measure retrieval and labeling of conceptual categories.', 'When this problem solving task was ordered categorically, the performance', 'of learning disabled children approached that of normal achieving chil-', 'dren, and equaled the performance of normal achievers when in-task', 'categorical order was provided with verbal, visual and motoric cues.', 'Operational measures of transfer of categorical organization showed no', 'effects for categorical storage in either learning disabled or normal', 'achieving children. On measures of immediate and delayed transfer of', 'categorical organization to new problem solving tasks tapping retrieval', 'of conceptual categories, learning disabled children showed significant', 'effects as a function of in-task categorical ordering and cues. Normal', 'achievers showed no such effects.', 'xiv', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['These results were inferred to suggest that learning disabled', 'children acquire and categorically store information equally with normal', 'achieving children, but differ from normal achievers by failing to', 'retrieve and label conceptual categories as a strategy in problem solv-', 'ing under some circumstances. However, learning disabled children', 'appear to approach normal achievers in the use and transfer of this', 'strategy when the problem solving task is ordered categorically.', 'Further, they seem to equal normal achievers in the use of categories', 'as a strategy and in transfer effects when cues are added to the in-task', 'categorical order. In essence, study findings suggest that learning', 'disabled children have acquired an average amount of information and', 'have organized it, but do not use it within the same context or in', 'response to the same cues as the normal achiever does. Learning disa-', 'bled children apparently require a highly structured context provided', 'with cues if they are to use information as well as normal achieving', 'children do.', 'In general, then, an important implication of the findings in', 'this study is that contexts and cues presented by standard educational', 'assessment and programming may not be optimal for tapping learning', 'potential and for promoting learning in children identified as learning', 'disabled. Consequently, educators may be identifying some children as', 'deficient learners who are simply different learners compared with', 'normal achievers. It also follows that children labeled as learning', 'disabled may require modes of instruction different from those that are', 'seemingly optimal for the majority of school children. If children', 'classified as learning disabled are simply children who learn differently', 'XV', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['from the majority, then it may be that typical patterns of educational', 'assessment and programming present these children with unwarranted', 'barriers to academic learning.', 'xvi', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
473,"['iv', 'ABSTRACT', 'We study the relations between e Hilbert space operator and the', 'numerical ranges of its powers in this thesis.', 'Let 3(%) denote the set of bounded linear operators on a complex', 'Hilbert space. For T € B(2), let o(T) and W(T) denote its spectrum and', 'numerical range, respectively. The following are proved using von Neu-', ""mann's theory of spectral sets:"", '(i) If o(I) U (y,00) with Y > o and if T is not self-adjoint, then there', 'is an index N such that {z E C : /z| whenever n > N.', '(ii) T1 is accretive, n = 1, 2, k, if and only if the closed sector', '{ E C : Arg zl < x/2k} U {03 is spectral for T. In this case', '11/mtx/l < tan(/2k) 1(ReIx!! for each x E N.', '(i) remains valid if we replace 1.2 by TP, where D is a surjective op-', 'erator commuting with T. Various situations in which the commutativity', 'assumption is relaxed are examined.', 'A theorem for finite dimensional matrices by C. R. Johnson is gen-', 'eralized to the operator case: If O & n = 1, 2, 3,', ', then', 'an odd power of T is normal. Furthermore, if T is a convexoid, then T', 'itself is normal; in fact, T is the direct sum of at most three rotated', 'positive operators. Using these results, we prove: Let I E (%), 36', 'infinite dimensional and separable. If In & {y E B () : Y = AX - XA,', 'A,X E (%), A positive}, n = 1, 2, 3, , then there is an odd integer', 'm and a compact operator Kg such that I + Kg is normal. Moreover, T is', 'a normal plus a compact if and only if in {c1 (W(T + K)) : K compact? is a', 'closed polygon (possibly degenerate).', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
474,"['-iv-', 'ABSTRACT', 'A proof procedure verifies relative consequence relations', '(1)', 'in first-order logic with equality by generating a refutation (or proof', 'of contradiction) for some clause-representation e of B "" { -C},', 'using the axioms and inferences of some sound and effective calculus', 'for is Performance of the procedure depends upon two forms of', 'heuristic knowledge about le which it may embody:', '(s) Structural knowledge is formalized by a refinement (or', 'decidable subset) of the deductions admitted by the proce-', 'dure\'s calculus which acts as a ""search-space filter"":', 'only those deductions from C contained in the refinement', 'are generated.', '(P) Procedural knowledge is formalized by a search strategy', '(or enqueuing function) it determines which of the ad-', 'missible inferences will be generated next on the basis of', 'the current deduction.', 'This investigation develops a general hierarchical method for the', 'design of refinements embodying structural forms of heuristic knowledge', 'characteristic of expert human problem solvers in an axiomatized problem', 'domain.'] ['-y-', 'Initially we design a refinement A for €-resolution deduc-', 'tions, whose inferences have the form', '(2)', 'V', 'and 0 is a substitution (of terms for variables) which makes', '1918 9,03 contradictory in E . The unit-clause set {a , an', 'is called a latent - contradiction.', '€-resolution is not in general effective: each inference (2)', 'must be realized by finding a ""lower level"" refutation for', 'E', '{q', '1', 'and and extracting 0 from it. For this sub-problem we', ""design an E '-resolution refinement A' where E n E' . The normal"", ""composition A.A' consists of deductions in A wherein each infer-"", 'ence (2) is ""realized"" by a refutation in A\'; D.A\' is actually an', ""€'-resolution refinement."", ""Iterating the above (with E' for E ), we obtain an 8,-resolution"", 'refinement AM = where Ak is an En-resolution', 'refinement and E=E.2...E = unit clauses of E . . An E--', 'resolution inference is realized by refuting a latent Q-contradiction', '{p,q} where a is a set of equations including Eovi[xxx]]. For', 'this sub-problem we design an (E)) resolution micro-refinement A', 'for the set of deductions composed of factoring, binary resolution, and', 'paramodulation inferences.', 'Normal refinements AM - 411 combine the composite structural know-', 'ledge embodied in AM with the effectiveness, efficiency, and most-', 'general inference properties of A'] ['-vi-', 'Hyper-C-resolution (HR) E.>,s)) exemplifies €-resolution', 'refinements. It relativizes to E a previously investigated refine-', 'ment known as hyper-E-resolution with literal-ordering (>) and', 'renaming (s).', 'Theorem A. Suppose that Ak = HR(EkiTHSK) where each clause of', 'EK contains at most one ""positive"" literal under the renaming rk', '(k=0,...,n).', 'Then AM is refutation complete.', 'E - normal deduction (ND(E, >)) exemplifies A . > is an', '""invariant complexity ordering"" which well-orders constant terms. For', 'each resolution inference {A V p, B V jo 1- (A v B)e or paramodulation', 'inference B vg[r]} I- (A V B V q[t]) in a member of', 'ND(E >), underlined literals must have been reduced to a ""least', 'complex"" normal form by a chain of > -ordered replacement operations', 'based on equations of € and current derived equations; moreover, to', 'cannot be ""more complex"" than se . ""Functional reflexivity"" equations', '[fx1****n = fx X n ], being subsumed by [x=x], are excluded from', 'E -normal deductions by strong subsumption-deletion constraints.', 'Theorem B. ND (E,>) is refutation complete on unit-clause sets.', 'Corollary. If & and In are as in Theorem A and no non-unit', 'clause of contains a (positive) equation then AM ND(E. , > )', 'is', 'refutation complete on clause-sets whose non-unit clauses each contain', 'at most one equation.', 'Normal refinements are illustrated in the solutions of several', 'refutation problems in Group Theory and Integer Arithmetic, where use-', 'ful normal forms and complexity orderings are employed.']"
475,"['-ii-', 'ABSTRACT', 'The entrainment and mixing processes in a two-dimensional vertical', 'turbulent buoyant (heated) jet in its transition state from a pure jet', 'to a pure plume have been studied. The ambient fluid is of uniform', 'density and non-flowing except for the flow induced by the jet. Density', 'variations are assumed small.', 'The equations of motion integrated across the jet have been care-', 'fully examined and it has been found that the kinematic buoyancy flux of', 'a heated plume and the kinematic momentum flux of a pure jet are not in', 'general conserved. It has been proven that the flow in a two-dimensional', 'pure jet is not self-preserving.', 'A systematic set of experiments was carried out to examine turbulent', 'buoyant jet behavior for a wide range of initial Richardson numbers (or', 'densimetric Froude numbers) Values of the Richardson number, which', 'describes the relative importance of buoyancy in a jet, extended from', 'the value appropriate for a pure jet (zero) to that appropriate for a', 'plume (approximately 0.6). . The buoyant jet temperature and velocity', 'fields were measured using calibrated fast response thermistors and a', 'Laser Doppler velocimeter respectively. The velocity and temperature', 'data obtained were recorded magnetically in digital form and subsequently', 'processed to extract both mean and fluctuating values of temperature and', 'velocity.', 'The structure of the mean flow (including the spreading rate of the', 'mean velocity and temperature profiles, velocity and temperature distribu-', 'tion along jet axis, and the heat flux profile), the turbulence structure', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['-iii-', '(including the profile of turbulence intensity and turbulent heat', 'transfer, probability density distribution of temperature and velocity,', 'skewness and flatness factor of temperature fluctuations) and the large', 'scale motions (intermittency, profile of maximum and minimum temperature,', 'frequency of crossing of hot/cold, cold/hot interface) of a buoyant jet', 'were investigated as a function of the jet Richardson number. It was', 'determined that the turbulent heat transfer and the turbulent intensity', 'increase with increasing the Richardson number. The spreading rate of', 'the transverse mean velocity and temperature profiles were found to be', 'independent of the Richardson number. The turbulent buoyancy flux in a', 'fully developed buoyant jet has been found to be a significant fraction', '(38%) of the axial buoyancy flux.', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
476,"['ABSTRACT OF DISSERTATION', 'ASSESSMENT OF DEPARTMENT STORE SELLING COMPETENCY', 'The purpose of this study was to develop an instrument', 'for measuring department store selling competencies among', 'categories of salespersons and to analyze the differences', 'of the test scores among the three sample groups.', 'The population selected was composed of one hundred', 'salespeople with formal education and training in distribu-', 'tive education, one hundred salespeople without formal dis-', 'tributive education and one hundred employees classified as', 'nonsalespeople. The respondents were selected by the per-', 'sonnel directors of five branch stores and the distributive', ""center of Macy's California department stores located in the"", 'San Francisco Bay Area.', 'The first assumption was that the salespeople can be', 'differentiated on the basis of sales competency. It was', 'assumed that an instrument could be developed that would', 'measure sales competency. Another assumption was that dif-', 'ferent levels of sales competency exists among department', 'store salespeople.', 'The hypotheses were tested by a two-phase data analy-', 'sis procedure. The Retail Selling Competency Battery of one', 'hundred multiple-choice items was administered to the three', 'sample groups by the testing and training directors of the', 'iii', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['participating stores. An analysis of variance, multiple', 'comparison of differences, t tests, and chi square tests of', 'significance were used for determining the difference among', 'the sample groups.', 'Conclusions determined on the basis of the findings of', 'this study are:', '1. The test battery mean scores differentiated the', 'salespeople groups from the nonsalespeople group signifi-', 'cantly.', '2. A test battery was developed which measures retail', 'selling competencies of department store employees.', '3. The multiple comparison test of differences among', 'three sample groups resulted in rejecting the hypothesis of', 'homogeneity of variance.', '4. There were significant differences among the var-', 'iances of the test scores based on the three samples.', 'The single exception being that the distributive education', 'salespeople did not differ from the nondistributive educa-', 'tion salespeople significantly.', 'Further investigation is recommended of the relation-', 'ship between the battery and other standardized tests. More', 'validation of the battery with other department store sales-', 'people is also recommended. Cross validation of the norm', 'data is needed before the battery should be used in screen-', 'ing and certification.', 'iv', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
477,"['ABSTRACT OF DISSERTATION', 'LIFE HISTORY OF PHYSALOPTERA RARA HALL AND WIGDOR,', '1918, IN DEFINITIVE, INTERMEDIATE,', 'AND PARATENIC HOSTS', 'Adults of Physaloptera rara inhabit the stomach and anterior', 'third of the small intestine of canids and felids. Embryonated eggs', 'are voided with the feces of the host. Upon ingestion of the eggs by a', 'suitable orthopteran intermediate host, the larvae hatch and migrate', 'into the wall of the midgut and rectum where they develop to the', 'infective third stage.', 'The common field cricket, (Gryllus assimilis) was used as', 'experimental intermediate hosts, and domestic cats ( Felis domestica)', 'served as the experimental definitive host.', 'The first stage of larval development was completed between the', '11th and 12th days postinfection. The body of the larva was uniform', 'in width, with a tapered, pointed tail flexed dorsally. The tooth-like', 'spine at the anterior extremity of the body was lost between the 5th', 'and 11th days of development. The esophagus was straight and well', 'developed. Strands of nerve fibers made up the nerve ring. The', 'excretory pore was visible, and slightly posterior to the nerve ring.', 'The intestine was continuous to the anus. An anal plug was present.', 'iii', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['Development of the second stage occurred during the 13th and', '14th days postinfection. The nerve ring, excretory pore, esophagus,', 'and intestine were well developed in second-stage larvae.', 'Third-stage larvae were first observed 15 days postinfection.', 'The pseudolabia and teeth were developed more than in second-stage', 'larvae. The tail was more pointed, and no longer flexed dorsally,', 'and the anal plug was absent. Other than an overall increase in body', 'size, no further development was observed in third-stage larvae.', 'Prairie rattlesnakes ( (Crotalus viridis) in Colorado are naturally', 'infected paratenic hosts of P. rara.', 'Frogs and mice were successfully infected as paratenic hosts', 'of P. rara. Third-stage larvae recovered from feces of an experi-', 'mentally infected frog 21 days postinfection were fed to a cat.', 'Mature worms were recovered from it 156 days later. Larvae of P.', 'rara did not establish themselves in experimentally infected chickens.', 'A survey of wild carnivores to determine the incidence of', 'physalopteran infections revealed: 40 (38.8%) of 103 coyotes positive', 'for P. rara, five red foxes negative for physalopterans, 9 (81.8%) of', '11 bobcats positive for P. praeputialis, and one skunk with P.', 'maxillaris. A badger and three raccoons were negative for', 'physalopteran infections.', 'John L. Olsen', 'Department of Pathology', 'Colorado State University', 'Fort Collins, Colorado 80521', 'August, 1971', 'iv', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
478,"['ABSTRACT OF THESIS', 'EPIZOOTIC BOVINE ABORTION: TISSUE PREDILECTION AND', 'SEROLOGIC EVALUATION OF THE ETIOLOGIC AGENT', 'Twenty-three heifers in the 2nd and 3rd trimesters of gestation', 'were inoculated with the epizootic bovine abortion (EBA) agent EBA', '59-795. Clinical signs of illness in inoculated heifers were first', 'apparent as febrile responses to maxima of 41.2 to 42.4°C. Eleven', '(48%) of the animals showed biphasic temperature responses with the', 'first peak occurring 4 to 6 hours after inoculation and the second', '(higher) peak occurring 12 to 24 hours post inoculation. Nine of', 'the 23 infected heifers aborted or showed signs of impending abortion', '27 to 49 days after inoculation. The abortion of 3 other heifers', 'between the 5th and 12th post inoculation day was thought to possibly', 'represent toxic reactions to the inocula. Scheduled euthanasia of', 'the remaining 11 animals precluded obtaining data on the true abortion', 'incidence. All heifers sampled later than 6 days after inoculation', 'responded with significant increases in group-specific Chlamydia CF', 'titers. The rise in CF titer was generally evident by 6 days post', 'inoculation and reached a stable maximum by 8 to 9 days after inocu-', 'lation. The 12 control animals which received placebo inoculations', 'neither aborted nor showed significant increases in CF titers.', 'Data obtained from attempts to culture chlamydia from the experi-', 'mentally infected heifers showed that the EBA agent could be recovered', 'routinely only from infected placentas. Non-placental organs of the', 'dams (other than intestines and internal iliac lymph nodes) were', 'evidently cleared of the infection by 7 days after inoculation. Compar-', 'ison of the isolation results from 2nd and 3rd trimester fetuses', 'iii', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['showed apparent differences in fetal infectability. Inconsistent', 'isolation results were obtained from the 12 fetuses inoculated in the', '2nd trimester. Cultures of these fetuses showed sporadic positive', 'isolations spread from 5 to 49 days after inoculation. These results', 'contrast sharply with the isolation results obtained from the 11 3rd', 'trimester fetuses as no positive isolations were. made from these', 'prior to 29 days after inoculation.', 'The presence of intestinal chlamydial agents in both control and', 'infected cattle before and after inoculation prompted studies designed', 'to differentiate between the intestinal agent and the EBA agent. Using', 'the complement fixation (CF) test with species-specific antigens (pre-', 'pared from chlamydial cell walls) and rabbit antisera, complete antigenic', 'cross reaction was seen between the intestinal isolate and the EBA', 'agent. The finding that inoculation of the intestinal agent into', 'a pregnant heifer resulted in abortion and the development of lesions', 'identical to those produced with the EBA agent, supports the conclusion', 'that the 2 agents are the same.', 'David E. Reed', 'Department of Microbiology', 'Colorado State University', 'Fort Collins, Colorado 80521', 'March, 1971', 'iv', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
479,"['ABSTRACT OF THESIS', ""2,2' - BIPYRIMIDINE COORDINATION POLYMERS"", ""Some complexes and coordination polymers of 2,2' - bipyrimidine"", ""were synthesized in methanol-2, 2'-dimethoxypropane - media. The"", ""coordination compounds of 2, 2' -bipyrimidine were prepared from"", 'hydrated nitrate salts of Fe (UI), Co (II), Ni(II), and Cu (II). Diffuse', 'reflactance electronic absorption spectra and magnetic moment obser-', 'vations have shown the above transition metals to be six coordinate', ""when 2,2' -bipyrimidine - was used as a ligand. Infrared spectra of the"", 'complexes were used to determine the effects of coordination on the', '-bipyrimidine - molecule and the degree of coordination that the', 'nitrate ions had in each complex. Structures based on experimental', 'observations were proposed. The proposed structures include simple', ""complexes and coordination polymers. The 2, 2' -bipyrimidine - com-"", 'plexes were found to be relatively stable to thermal decomposition.', 'Proton magnetic resonance was used to determine identity and', ""purity of the 2, 2.' -bipyrimidine. - Infrared spectra and ultraviolet"", 'spectra of 2, 2 -bipyrimidine - were correlated to the spectra of the', 'iii', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] [""complexes. A new and efficient method of synthesizing 2, 2' -bipyri- -"", 'midine in the laboratory has been accomplished.', 'Paul A. Westcott', 'Chemistry Department', 'Colorado State University', 'Fort Collins, Colorado 80521', 'March, 1971', 'iv', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['SUMMARY', ""An improved procedure for the laboratory synthesis of 2, 2'- -"", 'bipyrimidine was described. The procedure eliminated the DMF', 'solvent which was used in the original synthesis reported by Bly and', 'Mellon (8) The infrared absorption bands and the ultraviolet absorp-', 'tion bands of Bipm were reported. Proton magnetic resonance data', 'of 2-bromopyrimidine and Bipm dissolved in DMF and deutero-', 'chloroform were also reported.', 'Complexes of Bipm were prepared using the transition metal', 'ions iron (III), cobalt(II), nickel(II) and copper (II). The complexes', ""were prepared in a methanol-2, 2' - -dimethoxypropane solvent medium."", 'Reaction times varied from two to five days for the Bipm-hydrated', 'metal nitrate mixtures to produce homogeneous products. Stoich-', 'iometric analyses showed the products to have the formulae of', 'Mutzza, n+ and Mn n+ LA_, where M represents the metal', 'n', ""ion, L represents 2, 2'-bipyrimidine, and A represents the anions."", 'The infrared and electronic absorption bands of all products', 'were reported. The spectroscopic data, combined with the magnetic', 'moment data and the stoichiometric analyses, were used to propose', 'structures for the Bipm complexes.', 'The proposed structure for the MITL3A n complexes was typical', 'of six coordinate complexes containing tris-bidentate ligands. A', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['54', 'close similarity in spectroscopic data was found for the tris - - Bipm', 'and tris-Bipy - complexes.', 'The proposed structure for the nickel 2:3 complex had a three', 'dimensional array of tetradentate Bipm bridges between every metal', 'ion and its nearest neighbor. All nitrates were found to be free ions.', 'n+', 'Structures for the other M2 LA complexes were difficult to pro- -', 'pose. The proposed structure of the iron and cobalt 2:3 complexes', 'introduced the concept of alternating sites of metal ions having two', 'different coordination environments in the same compound. At one', 'site a metal ion is surrounded by three Bipm molecules. At the', 'other site the metal ion has two Bipm molecules and two monodentate', 'nitrates also coordinated. Electronic absorption data was not able to', 'differentiate two types of metal ions in the iron and cobalt 2:3 com-', 'plexes. A structure for the copper 2:3 complex was not proposed,', 'although some possible structures were refuted.', 'All Mnt LA complexes proved to be six coordinate, although', 'n', 'no iron 1: 1 complex was found. The 1:1 complexes have a proposed', 'structure involving a linear polymer chain of metal ions bridged by', 'tetradentate Bipm molecules. Each metal ion also has two mono-', 'dentate coordinated nitrate ions. It was not possible to predict', 'whether the metal ions were in trans, cis or mixed configuration.', 'The following observations of Bipm complexes can be made:', '(1) The Bipm ligand coordinates in both bidentate and tetradentate', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['55', 'fashions. (2) Bipm can form coordination polymers. (3) Bipm', 'complexes tend to have six coordinate metal ions. (4) The ligand', 'field strength of bidentate Bipm is just below Bipy, but above', 'ethylenediamine. (5) The ligand field strength of tetradentate Bipm', 'is less than bidentate Bipm.', 'The Bipm ligand appears to be unique in that the 1:3 complexes', 'of iron (III) was found to be low spin, but relatively stable to reduc- -', 'tion. The ligand field strength of Bipm appears to be just borderline', 'for the high to low spin transition of iron(III) in the 2:3 complex.', 'The copper - Bipm complexes appeared to be distorted from', 'octahedral symmetry beyond the point of typical Jahn-Teller distor -', 'tion. The D3 distortion that the Bipm ligands imparted to the copper', 'ions allowed the electronic absorption data, as well as the infrared', 'data and stoichiometric analyses to assign the copper ions as six', 'coordinate. The apparent high degree of distortion in the copper 1:1', 'complex gave rise to two unique phenomena in its infrared spectrum.', 'First, a nitrate ion showed a splitting pattern indicating that it was', 'very weakly coordinated. Second, a splitting pattern was observed in', 'a C-H out of plane rocking band of the Bipm molecule in the copper', '1: 1 complex. A correlation of the structure of the Bipm complexes', 'and the observation of this splitting pattern indicated the cause of the', 'splitting. The splitting appears to be caused by the Bipm molecule', 'being exposed to a length-wise dipole field.', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
480,"['ABSTRACT OF DISSERTATION', 'ACCELERATING AGRICULTURAL PRODUCTION IN', 'SAUDI ARABIA', 'The main purpose of this study was to find a way to accelerate', 'agricultural production in Saudi Arabia. The way suggested should', 'depend on the current state of input utilization and production effi-', 'ciency. If Saudi farmers are ""poor but efficient, "" then total produc-', 'tion cannot be increased from existing resources farmers supply and', 'control. If there is disequilibria within the agricultural sector, how-', 'ever, and farmers are ""poor but not efficient, "" then total production', 'from existing resources could be increased through production econo-', 'mic studies as well as educational programs helping farmers to recog-', 'nize and remove disequilibria.', ""Resource allocation efficiency in Saudi's agricultural sector was"", 'analyzed by constructing two production functions for wheat and barley', '(Cobb-Douglas type). The value marginal productivities (VMP) of land', 'and labor were computed and allocation efficiency was investigated.', 'The results found the VMP for land under barley was higher than', 'that of land under wheat. VMP of land, both under wheat and barley,', 'was much less than the marginal expense of land, however. Thus,', 'Saudi farmers experience net losses. Resources, then, are used', 'iii'] ['unprofitably. Moreover, the VMP of labor was very low in wheat and', 'negative in barley production, indicating too much labor is used rela-', 'tive to land.', 'Production function analysis suggests disequilibria, a result of', 'very low land-labor ratio. This ratio must be altered before the agri-', 'cultural sector increases efficiency.', 'Three solutions were considered. ""Labor squeeze"" and land ex-', 'pansion (horizontally) are ruled out; intensive cultivation seemingly', 'became the solution. Fertilizer, as a form of intensive technique,', 'was investigated. A production function for fertilizing wheat was con-', 'structed and the marginal rate of substitution, fertilizer for land, was', 'constructed from different input combinations. This function was com-', 'pared with two functions the U.A.R. produced. The results show how', 'fertilizer can play an important role as a substitute for land.', 'Moreover, production from existing resources can be increased', 'by removing disequilibria. Removing the ""barriers to efficiency"" re-', 'moves disequilibria. Some of these barriers to efficiency were mar', 'ket structural variables, natural factors and government policies.', ""The study found disequilibria within Saudi's agricultural sector."", 'Thus, total production from the existing resources could be increased', 'through production economics studies and educational programs.', 'Moreover, to alter the existing unfavorable land-labor ratio, more', 'iv'] ['land investment is required, i.e., the ""intensification"" within the', 'agricultural sector seems the most feasible solution.', 'Mansoor I. Al Turki', 'Department of Economics', 'Colorado State University', 'Fort Collins, Colorado 80521', 'March, 1971', 'V']"
481,"['ABSTRACT', 'The subject of this dissertation is certain aspects of two-phase', 'flow in porous media. The first portion of the study is the presentation', 'of the equations which describe the simultaneous flow of two immiscible', 'fluids in a porous medium, and from these equations, the determination', 'of criteria for the construction of similar physical systems. Attention', 'is focused on similitude of systems in which an incompressible wotting', 'fluid displaces a compressible non-wetting phase. Five criteria for', 'similitude are recognized and discussed.', 'Analytical and experimental techniques were used to investigate the', 'phenomenon of infiltration as a two-phase flow problem. Approximate', 'analytical solutions to the infiltration problem for several boundary', 'conditions are presented. Experimental data for the infiltration into', 'finite media are presented and discussed. Measurements of the developing', 'capillary pressure profile during constant rate infiltration were made.', 'An approximate analytical solution to the constant rate infiltration', 'problem elucidates the factors which affect the time at which ponding', 'will occur.', 'David B. McWhorter', 'Agricultural Engineering Department', 'Colorado State University', 'Fort Collins, Colorado 80521', 'March, 1971', 'iii', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
